1: GO: Molecular Function [Display Chart] 1146 annotations before applied cutoff / 18638 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
6	106357	Class A/1 (Rhodopsin-like receptors)	BioSystems: REACTOME	2.650E-22	7.486E-20	5.998E-19	4.492E-19	52	316
7	M5889	Ensemble of genes encoding extracellular matrix and extracellular matrix-associated proteins	MSigDB C2: MIT	3.212E-22	7.778E-20	6.233E-19	5.445E-19	97	1028
8	138000	IL23-mediated signaling events	BioSystems: Pathway Interaction Database	4.310E-22	9.132E-20	7.317E-19	7.305E-19	21	37
9	213780	Tuberculosis	BioSystems: KEGG	3.897E-21	7.340E-19	5.882E-18	6.606E-18	39	182
10	920955	Regulation of toll-like receptor signaling pathway	BioSystems: WikiPathways	1.006E-20	1.706E-18	1.367E-17	1.706E-17	30	102
11	198855	Toll-like receptor signaling pathway	BioSystems: WikiPathways	1.377E-20	2.123E-18	1.701E-17	2.335E-17	30	103
12	M17406	Cytokine Network	MSigDB C2: BioCarta	2.954E-20	4.173E-18	3.344E-17	5.007E-17	16	21
13	83076	Toll-like receptor signaling pathway	BioSystems: KEGG	3.452E-20	4.501E-18	3.607E-17	5.851E-17	30	106
14	137922	IL12-mediated signaling events	BioSystems: Pathway Interaction Database	5.146E-20	6.230E-18	4.992E-17	8.723E-17	24	62
15	137929	IL27-mediated signaling events	BioSystems: Pathway Interaction Database	1.282E-19	1.356E-17	1.086E-16	2.172E-16	17	26
16	106358	Peptide ligand-binding receptors	BioSystems: REACTOME	1.360E-19	1.356E-17	1.086E-16	2.305E-16	38	189
17	99051	Chemokine signaling pathway	BioSystems: KEGG	1.360E-19	1.356E-17	1.086E-16	2.305E-16	38	189
18	161020	GPCR ligand binding	BioSystems: REACTOME	5.776E-19	5.439E-17	4.358E-16	9.790E-16	57	445
19	144181	Leishmaniasis	BioSystems: KEGG	8.751E-19	7.807E-17	6.255E-16	1.483E-15	25	76
20	P00036	Interleukin signaling pathway	PantherDB	9.807E-19	8.311E-17	6.660E-16	1.662E-15	27	92
21	106359	Chemokine receptors bind chemokines	BioSystems: REACTOME	1.304E-18	1.053E-16	8.435E-16	2.211E-15	22	56
22	812256	TNF signaling pathway	BioSystems: KEGG	1.438E-17	1.108E-15	8.875E-15	2.437E-14	28	110
23	198794	Cytokines and Inflammatory Response	BioSystems: WikiPathways	3.567E-17	2.629E-15	2.107E-14	6.047E-14	16	28
24	83120	Asthma	BioSystems: KEGG	7.498E-17	5.233E-15	4.193E-14	1.271E-13	17	34
25	M6910	Cytokines and Inflammatory Response	MSigDB C2: BioCarta	7.719E-17	5.233E-15	4.193E-14	1.308E-13	16	29
26	739007	Spinal Cord Injury	BioSystems: WikiPathways	2.481E-16	1.618E-14	1.296E-13	4.206E-13	27	112
27	469200	Legionellosis	BioSystems: KEGG	2.997E-16	1.881E-14	1.507E-13	5.079E-13	20	55
28	147809	Chagas disease (American trypanosomiasis)	BioSystems: KEGG	3.454E-16	2.091E-14	1.675E-13	5.854E-13	26	104
29	167324	Amoebiasis	BioSystems: KEGG	1.193E-15	6.976E-14	5.590E-13	2.023E-12	26	109
30	M4047	Selective expression of chemokine receptors during T-cell polarization	MSigDB C2: BioCarta	2.674E-15	1.511E-13	1.211E-12	4.532E-12	15	29
31	366171	Cytokine Signaling in Immune system	BioSystems: REACTOME	2.802E-15	1.532E-13	1.228E-12	4.750E-12	41	291
32	160140	Signaling by Interleukins	BioSystems: REACTOME	6.018E-15	3.188E-13	2.554E-12	1.020E-11	26	116
33	377873	Herpes simplex infection	BioSystems: KEGG	1.741E-14	8.944E-13	7.167E-12	2.952E-11	32	188
34	169642	Toxoplasmosis	BioSystems: KEGG	2.186E-14	1.069E-12	8.563E-12	3.705E-11	26	122
35	218111	Pertussis	BioSystems: KEGG	2.207E-14	1.069E-12	8.563E-12	3.740E-11	21	75
36	217173	Influenza A	BioSystems: KEGG	2.786E-14	1.312E-12	1.051E-11	4.722E-11	31	179
37	M6705	Th1/Th2 Differentiation	MSigDB C2: BioCarta	6.455E-14	2.957E-12	2.369E-11	1.094E-10	12	19
38	634527	NF-kappa B signaling pathway	BioSystems: KEGG	1.470E-13	6.557E-12	5.254E-11	2.492E-10	22	91
39	200309	Rheumatoid arthritis	BioSystems: KEGG	2.381E-13	1.035E-11	8.290E-11	4.035E-10	22	93
40	694606	Hepatitis B	BioSystems: KEGG	2.651E-13	1.123E-11	9.001E-11	4.493E-10	27	146
41	672451	TSLP Signaling Pathway	BioSystems: WikiPathways	4.055E-13	1.677E-11	1.343E-10	6.874E-10	15	38
42	137933	IL4-mediated signaling events	BioSystems: Pathway Interaction Database	1.126E-12	4.544E-11	3.641E-10	1.908E-9	18	63
43	194384	African trypanosomiasis	BioSystems: KEGG	1.247E-12	4.914E-11	3.938E-10	2.113E-9	14	34
44	152665	Malaria	BioSystems: KEGG	2.069E-12	7.972E-11	6.388E-10	3.508E-9	16	49
45	83078	Hematopoietic cell lineage	BioSystems: KEGG	6.656E-12	2.507E-10	2.009E-9	1.128E-8	20	88
46	920963	Allograft Rejection	BioSystems: WikiPathways	7.669E-12	2.826E-10	2.264E-9	1.300E-8	14	38
47	137993	Calcineurin-regulated NFAT-dependent transcription in lymphocytes	BioSystems: Pathway Interaction Database	2.114E-11	7.623E-10	6.108E-9	3.583E-8	15	48
48	M9177	Dendritic cells in regulating TH1 and TH2 Development	MSigDB C2: BioCarta	2.477E-11	8.748E-10	7.010E-9	4.199E-8	11	22
49	83123	Allograft rejection	BioSystems: KEGG	2.551E-11	8.826E-10	7.072E-9	4.325E-8	14	41
50	122191	NOD-like receptor signaling pathway	BioSystems: KEGG	2.805E-11	9.507E-10	7.618E-9	4.754E-8	16	57
