Results

Go To Start Page
Input Parameters [Show Detail]
Training Results [Expand All] [Download All] [Sparse Matrix] Display pValues and Scores as   Table row limit 
1: GO: Molecular Function [Display Chart] 1591 annotations before applied cutoff / 18638 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
8	147809	Chagas disease (American trypanosomiasis)	BioSystems: KEGG	8.668E-15	2.531E-12	2.109E-11	2.025E-11	28	104
9	198825	Selenium Pathway	BioSystems: WikiPathways	6.279E-14	1.572E-11	1.310E-10	1.467E-10	25	88
10	739007	Spinal Cord Injury	BioSystems: WikiPathways	6.730E-14	1.572E-11	1.310E-10	1.572E-10	28	112
11	695200	HIF-1 signaling pathway	BioSystems: KEGG	8.689E-13	1.845E-10	1.538E-9	2.030E-9	26	106
12	152665	Malaria	BioSystems: KEGG	1.569E-12	3.055E-10	2.546E-9	3.666E-9	18	49
13	198779	MAPK signaling pathway	BioSystems: WikiPathways	2.420E-12	4.348E-10	3.624E-9	5.653E-9	32	166
14	PW:0000015	Alzheimer disease	Pathway Ontology	4.758E-12	7.939E-10	6.616E-9	1.111E-8	13	24
15	138014	Glucocorticoid receptor regulatory network	BioSystems: Pathway Interaction Database	7.338E-12	1.143E-9	9.523E-9	1.714E-8	22	82
16	218111	Pertussis	BioSystems: KEGG	8.995E-12	1.313E-9	1.094E-8	2.101E-8	21	75
17	101144	Prion diseases	BioSystems: KEGG	1.359E-11	1.868E-9	1.557E-8	3.176E-8	15	36
18	P00006	Apoptosis signaling pathway	PantherDB	1.736E-11	2.253E-9	1.878E-8	4.056E-8	24	102
19	83060	Apoptosis	BioSystems: KEGG	2.069E-11	2.544E-9	2.120E-8	4.833E-8	22	86
20	83099	Amyotrophic lateral sclerosis (ALS)	BioSystems: KEGG	4.028E-11	4.705E-9	3.921E-8	9.410E-8	17	51
21	698754	AGE/RAGE pathway	BioSystems: WikiPathways	5.222E-11	5.809E-9	4.841E-8	1.220E-7	19	66
22	101143	Neurotrophin signaling pathway	BioSystems: KEGG	1.115E-10	1.184E-8	9.864E-8	2.604E-7	25	120
23	106439	Signalling by NGF	BioSystems: REACTOME	1.369E-10	1.391E-8	1.159E-7	3.198E-7	40	284
24	469199	Dopaminergic synapse	BioSystems: KEGG	1.468E-10	1.429E-8	1.191E-7	3.429E-7	26	131
25	169642	Toxoplasmosis	BioSystems: KEGG	1.623E-10	1.517E-8	1.264E-7	3.792E-7	25	122
26	106445	NRIF signals cell death from the nucleus	BioSystems: REACTOME	2.149E-10	1.930E-8	1.609E-7	5.019E-7	10	16
27	546258	Cocaine addiction	BioSystems: KEGG	3.057E-10	2.645E-8	2.204E-7	7.141E-7	16	50
28	694606	Hepatitis B	BioSystems: KEGG	3.487E-10	2.909E-8	2.424E-7	8.146E-7	27	146
29	920957	Corticotropin-releasing hormone	BioSystems: WikiPathways	3.843E-10	3.095E-8	2.580E-7	8.977E-7	21	90
30	198864	IL-6 Signaling Pathway	BioSystems: WikiPathways	4.009E-10	3.122E-8	2.602E-7	9.366E-7	22	99
31	213780	Tuberculosis	BioSystems: KEGG	6.757E-10	5.091E-8	4.243E-7	1.578E-6	30	182
32	106455	Regulated proteolysis of p75NTR	BioSystems: REACTOME	7.142E-10	5.213E-8	4.345E-7	1.668E-6	8	10
33	862188	Non-alcoholic fatty liver disease (NAFLD)	BioSystems: KEGG	7.661E-10	5.423E-8	4.519E-7	1.790E-6	27	151
34	M19118	Keratinocyte Differentiation	MSigDB C2: BioCarta	8.197E-10	5.632E-8	4.694E-7	1.915E-6	15	46
35	137980	Reelin signaling pathway	BioSystems: Pathway Interaction Database	1.738E-9	1.160E-7	9.668E-7	4.061E-6	12	29
36	198780	Senescence and Autophagy	BioSystems: WikiPathways	1.933E-9	1.254E-7	1.045E-6	4.516E-6	22	107
37	M12718	Deregulation of CDK5 in Alzheimers Disease	MSigDB C2: BioCarta	2.515E-9	1.558E-7	1.299E-6	5.874E-6	8	11
38	83053	Neuroactive ligand-receptor interaction	BioSystems: KEGG	2.535E-9	1.558E-7	1.299E-6	5.921E-6	37	275
39	198862	TCR Signaling Pathway	BioSystems: WikiPathways	3.113E-9	1.865E-7	1.554E-6	7.272E-6	20	91
40	M16991	Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway	MSigDB C2: BioCarta	4.203E-9	2.454E-7	2.045E-6	9.818E-6	10	20
41	138023	Ceramide signaling pathway	BioSystems: Pathway Interaction Database	4.360E-9	2.484E-7	2.070E-6	1.019E-5	14	44
42	219801	Integrated Breast Cancer Pathway	BioSystems: WikiPathways	5.645E-9	3.140E-7	2.616E-6	1.319E-5	26	154
43	547607	Amphetamine addiction	BioSystems: KEGG	5.974E-9	3.245E-7	2.705E-6	1.396E-5	17	68
44	198881	IL-3 Signaling Pathway	BioSystems: WikiPathways	6.377E-9	3.386E-7	2.821E-6	1.490E-5	21	104
45	842771	Inflammatory bowel disease (IBD)	BioSystems: KEGG	7.599E-9	3.945E-7	3.287E-6	1.775E-5	17	69
46	83105	Pathways in cancer	BioSystems: KEGG	9.246E-9	4.695E-7	3.913E-6	2.160E-5	40	327
47	530744	Nuclear signaling by ERBB4	BioSystems: REACTOME	1.173E-8	5.832E-7	4.860E-6	2.741E-5	13	40
48	530741	Signaling by ERBB4	BioSystems: REACTOME	1.268E-8	6.173E-7	5.145E-6	2.963E-5	25	149
49	137952	Syndecan-3-mediated signaling events	BioSystems: Pathway Interaction Database	1.349E-8	6.430E-7	5.359E-6	3.151E-5	9	17
50	194384	African trypanosomiasis	BioSystems: KEGG	1.491E-8	6.948E-7	5.790E-6	3.483E-5	12	34
